seed_1	seed_2	seed_3	seed_4	seed_5	seed_6	seed_7	seed_8	seed_9	seed_10	seed_11	seed_12	seed_13	seed_14	seed_15	seed_16	seed_17	seed_18	seed_19	seed_20	seed_21	seed_22	seed_23	seed_24	seed_25	seed_26	seed_27	seed_28	seed_29	seed_30
train	train	test	train	test	test	train	test	test	test	train	train	train	train	test	train	test	train	train	train	test	train	train	train	train	test	train	test	test	test
test	train	test	train	test	test	test	test	train	train	test	train	train	train	train	train	test	train	train	test	test	train	train	test	train	train	train	test	train	train
train	train	train	test	test	train	train	train	test	test	test	test	train	train	train	train	test	train	train	train	train	train	train	train	train	test	train	test	train	train
test	train	test	test	train	test	train	train	train	train	train	train	train	train	train	test	test	train	test	train	test	train	train	test	train	train	test	train	train	test
train	train	train	train	train	train	train	train	train	test	test	test	train	train	train	train	train	train	train	test	train	train	train	train	train	test	test	train	train	train
train	test	train	train	train	test	train	train	train	train	train	test	train	test	test	train	train	train	train	test	test	test	train	train	train	test	train	train	train	train
test	train	train	train	test	test	train	train	train	test	test	train	train	train	test	test	train	train	train	train	test	train	test	train	train	train	test	test	train	train
train	train	test	train	test	train	train	train	train	train	test	train	test	train	train	train	test	train	train	train	test	train	train	test	train	train	train	train	train	train
train	test	train	test	train	train	test	train	test	train	train	train	test	test	train	train	train	train	train	train	train	train	test	test	train	train	train	test	test	test
train	test	train	test	train	train	train	train	train	train	train	test	train	train	train	train	test	train	train	train	test	train	test	train	train	test	train	test	train	train
test	train	train	train	train	train	train	test	test	train	test	test	train	train	test	test	test	train	train	train	train	train	train	train	test	train	train	train	train	train
train	train	test	train	test	train	test	train	test	train	train	test	train	train	train	train	train	train	train	train	train	train	train	train	train	train	test	train	train	train
train	train	test	test	train	test	train	train	train	train	train	train	train	test	test	train	train	train	test	test	train	train	test	train	train	test	train	train	train	test
train	train	train	train	test	train	test	train	train	test	test	train	train	train	train	test	train	train	train	train	test	train	train	test	train	train	train	train	test	train
train	test	train	test	test	train	test	train	train	train	train	train	test	train	train	train	test	train	test	train	train	test	test	train	train	test	train	train	train	train
train	test	train	train	test	train	test	test	train	train	test	train	train	train	train	test	train	test	train	train	test	train	test	train	train	train	train	train	train	train
test	test	test	test	train	train	train	train	test	train	train	train	train	test	train	train	train	test	train	train	train	train	train	train	train	train	train	train	train	train
train	train	test	train	train	train	train	train	train	train	train	train	train	train	train	test	train	test	test	test	train	test	test	test	test	train	train	train	test	test
train	train	train	test	train	test	train	train	train	train	train	train	train	train	test	test	train	train	train	train	train	train	test	test	test	train	train	train	train	train
test	test	train	train	train	test	train	train	train	train	train	train	test	test	test	train	train	train	train	train	train	train	train	train	train	test	train	test	train	train
test	test	train	train	test	test	test	train	train	train	train	train	test	test	train	train	test	train	train	train	train	train	train	train	train	test	train	train	train	train
train	train	train	test	train	test	train	train	train	train	test	train	train	train	train	train	train	test	train	train	test	train	train	train	test	train	train	train	train	train
test	test	train	train	train	train	train	train	test	test	test	train	train	train	test	test	test	test	train	test	train	train	train	train	test	train	train	train	test	train
test	train	test	test	train	train	train	test	train	test	test	train	train	test	test	test	test	test	train	train	train	train	train	train	train	train	train	train	train	test
test	train	train	train	test	train	train	train	train	test	train	train	test	train	train	train	train	test	train	test	test	train	train	train	train	test	train	test	train	train
test	test	train	train	test	test	train	test	train	train	train	train	train	train	train	train	train	train	test	test	train	train	train	train	train	train	test	train	test	train
test	train	train	train	test	test	train	test	train	test	test	train	train	train	test	train	test	train	test	test	test	train	test	train	train	test	train	train	train	train
train	train	train	train	train	train	test	train	train	test	train	train	test	train	train	test	test	train	train	train	train	train	train	test	train	train	train	train	test	test
train	test	train	train	train	train	train	test	test	train	train	test	test	train	train	train	test	train	train	train	train	train	train	test	train	train	test	train	test	train
train	train	test	train	test	test	test	train	train	train	test	train	train	train	train	train	train	train	train	train	train	train	train	train	test	train	test	train	train	train
train	train	train	train	train	train	train	train	train	test	test	train	test	test	train	train	train	train	test	train	train	train	train	test	train	train	train	train	test	train
train	test	train	test	train	train	train	test	train	train	train	train	test	test	train	train	train	train	train	train	test	test	train	train	train	train	test	test	test	train
train	test	train	train	train	test	train	train	train	test	train	test	test	train	train	train	train	train	train	train	train	train	train	train	test	train	test	train	test	train
