sgd_id	gene_id	gene_symbol	gene_name	gene_alias	chr	type
S000003837	YJR076C	CDC11	Cell Division Cycle	PSL9|septin CDC11	chrX	ORF
S000003838	YJR077C	MIR1	Mitochondrial Import Receptor	PTP	chrX	ORF
S000003839	YJR078W	BNA2	Biosynthesis of Nicotinic Acid	dioxygenase BNA2	chrX	ORF
S000003840	YJR079W				chrX	ORF
S000003841	YJR080C	AIM24	Altered Inheritance rate of Mitochondria	FMP26	chrX	ORF
S000003842	YJR082C	EAF6	Esa1p-Associated Factor		chrX	ORF
S000003843	YJR083C	ACF4	Assembly Complementing Factor		chrX	ORF
S000003844	YJR084W			CSN12	chrX	ORF
S000003845	YJR085C	TMH11	TMem14 Homolog of 11 kDa		chrX	ORF
S000003846	YJR086W	STE18	STErile		chrX	ORF
S000003847	YJR087W				chrX	ORF
S000003848	YJR088C	EMC2	ER Membrane protein Complex		chrX	ORF
S000003849	YJR089W	BIR1	Baculoviral IAP Repeat-containing protein	survivin	chrX	ORF
S000003850	YJR090C	GRR1	Glucose Repression-Resistant	CAT80|COT2|RMR3|SCF ubiquitin ligase complex subunit GRR1|SDC1|SSU2	chrX	ORF
S000003851	YJR091C	JSN1	Just Say No	PUF1	chrX	ORF
S000003852	YJR092W	BUD4	BUD site selection		chrX	ORF
S000003853	YJR093C	FIP1	Factor Interacting with Poly(A) polymerase	cleavage polyadenylation factor subunit FIP1	chrX	ORF
S000003854	YJR094C	IME1	Inducer of MEiosis	transcription factor IME1	chrX	ORF
S000003855	YJR094W-A	RPL43B	Ribosomal Protein of the Large subunit	eL43|L43B|L43e|ribosomal 60S subunit protein L43B	chrX	ORF
S000003856	YJR095W	SFC1	Succinate-Fumarate Carrier	ACR1	chrX	ORF
S000003857	YJR096W			aldo-keto reductase superfamily protein	chrX	ORF
S000003858	YJR097W	JJJ3	J-protein (Type III)	DPH4	chrX	ORF
S000003859	YJR098C				chrX	ORF
S000003860	YJR099W	YUH1	Yeast Ubiquitin Hydrolase	ubiquitin-specific protease YUH1	chrX	ORF
S000003861	YJR100C	AIM25	Altered Inheritance of Mitochondria	SLM35	chrX	ORF
S000003862	YJR101W	RSM26	Ribosomal Small subunit of Mitochondria	mitochondrial 37S ribosomal protein RSM26|mS42	chrX	ORF
S000003863	YJR102C	VPS25	Vacuolar Protein Sorting	ESCRT-II subunit protein VPS25|VPL12|VPT25	chrX	ORF
S000003864	YJR103W	URA8	URAcil requiring	CTP synthase URA8	chrX	ORF
S000003865	YJR104C	SOD1	SuperOxide Dismutase	CRS4|superoxide dismutase SOD1	chrX	ORF
S000003866	YJR105W	ADO1	ADenOsine kinase	adenosine kinase	chrX	ORF
S000003867	YJR106W	ECM27	ExtraCellular Mutant		chrX	ORF
S000003868	YJR107W	LIH1	LIpase Homolog	putative lipase	chrX	ORF
S000003869	YJR108W	ABM1	Aberrant Microtubules		chrX	ORF
S000003870	YJR109C	CPA2	Carbamyl Phosphate synthetase A	carbamoyl-phosphate synthase (glutamine-hydrolyzing) CPA2	chrX	ORF
S000003871	YJR110W	YMR1	Yeast Myotubularin Related	phosphatidylinositol-3-phosphatase YMR1	chrX	ORF
S000003872	YJR111C	PXP2	PeroXisomal Protein		chrX	ORF
S000003873	YJR112W	NNF1	Necessary for Nuclear Function	MIND complex subunit NNF1	chrX	ORF
S000003874	YJR113C	RSM7	Ribosomal Small subunit of Mitochondria	mitochondrial 37S ribosomal protein RSM7|uS7m	chrX	ORF
S000003875	YJR114W			SRF2	chrX	ORF
S000003876	YJR115W				chrX	ORF
S000003877	YJR116W	TDA4	Topoisomerase I Damage Affected		chrX	ORF
S000003878	YJR117W	STE24	STErile	AFC1|PIO2|zinc metalloprotease	chrX	ORF
S000003879	YJR118C	ILM1	Increased Loss of Mitochondrial DNA		chrX	ORF
S000003880	YJR119C	JHD2	JmjC domain-containing Histone Demethylase	histone demethylase|KDM5	chrX	ORF
S000003881	YJR120W	DMO1	Determines Mitochondrial prOteome		chrX	ORF
S000003882	YJR121W	ATP2	ATP synthase	F1F0 ATP synthase subunit beta	chrX	ORF
S000003883	YJR122W	IBA57	Iron-sulfur cluster assembly factor for Biotin synthase and Aconitase-like mitochondrial proteins	CAF17	chrX	ORF
S000003884	YJR123W	RPS5	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S5|rp14|S2|S5|S7|uS7|YS8	chrX	ORF
S000003885	YJR124C				chrX	ORF
S000003886	YJR125C	ENT3	Epsin N-Terminal homology		chrX	ORF
S000003887	YJR126C	VPS70	Vacuolar Protein Sorting	putative zinc metalloprotease	chrX	ORF
S000003888	YJR127C	RSF2	ReSpiration Factor	ZMS1	chrX	ORF
S000003889	YJR128W				chrX	ORF
S000003890	YJR129C	EFM3	Elongation Factor Methyltransferase	protein-lysine N-methyltransferase	chrX	ORF
S000003891	YJR130C	STR2	Sulfur TRansfer	cystathionine gamma-synthase	chrX	ORF
S000003892	YJR131W	MNS1		mannosyl-oligosaccharide 1,2-alpha-mannosidase	chrX	ORF
S000003893	YJR132W	NMD5	Nonsense-Mediated mRNA Decay	KAP119	chrX	ORF
S000003894	YJR133W	XPT1	Xanthine Phosphoribosyl Transferase	xanthine phosphoribosyltransferase	chrX	ORF
S000003895	YJR134C	SGM1	Slow growth on Galactose and Mannose		chrX	ORF
S000003896	YJR135C	MCM22	MiniChromosome Maintenance		chrX	ORF
S000003897	YJR136C	TTI2	Two Tel2-Interacting protein		chrX	ORF
S000003898	YJR137C	MET5	METhionine requiring	ECM17|sulfite reductase (NADPH) subunit beta	chrX	ORF
S000003899	YJR138W	IML1	Increased Minichromosome Loss	GTPase-activating protein IML1|SEA1	chrX	ORF
S000003900	YJR139C	HOM6	HOMoserine requiring	homoserine dehydrogenase|THR6	chrX	ORF
S000003901	YJR140C	HIR3	HIstone Regulation	HPC1	chrX	ORF
S000003902	YJR141W	IPA1	Important for cleavage and PolyAdenylation	putative polyadenylation protein	chrX	ORF
S000003903	YJR142W				chrX	ORF
S000003904	YJR143C	PMT4	Protein O-MannosylTransferase	dolichyl-phosphate-mannose-protein mannosyltransferase	chrX	ORF
S000003905	YJR144W	MGM101	Mitochondrial Genome Maintenance	MGM9	chrX	ORF
S000003906	YJR145C	RPS4A	Ribosomal Protein of the Small subunit	eS4|ribosomal 40S subunit protein S4A|rp5|S4A|S4e|S7A|YS6	chrX	ORF
S000003907	YJR146W				chrX	ORF
S000003908	YJR147W	HMS2	High-copy Mep Suppressor		chrX	ORF
S000003909	YJR148W	BAT2	Branched-chain Amino acid Transaminase	branched-chain-amino-acid transaminase BAT2|ECA40|TWT2	chrX	ORF
S000003910	YJR149W			putative nitronate monooxygenase	chrX	ORF
S000003911	YJR150C	DAN1	Delayed ANaerobic	CCW13	chrX	ORF
S000003912	YJR151C	DAN4	Delayed ANaerobic		chrX	ORF
S000003913	YJR152W	DAL5	Degradation of Allantoin	allantoate permease|UREP1	chrX	ORF
S000003914	YJR153W	PGU1	PolyGalactUronase	endo-polygalacturonase|PGL1|PSM1	chrX	ORF
S000003915	YJR154W				chrX	ORF
S000003916	YJR155W	AAD10	Aryl-Alcohol Dehydrogenase	putative aryl-alcohol dehydrogenase	chrX	ORF
S000003917	YJR156C	THI11	THIamine metabolism	4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase	chrX	ORF
S000003918	YJR157W				chrX	ORF
S000003919	YJR158W	HXT16	HeXose Transporter	hexose transporter HXT16|HLT3	chrX	ORF
S000003920	YJR159W	SOR1		L-iditol 2-dehydrogenase SOR1|SDH1	chrX	ORF
S000003921	YJR160C	MPH3	Maltose Permease Homolog	alpha-glucoside permease	chrX	ORF
S000003922	YJR161C	COS5	COnserved Sequence		chrX	ORF
S000003923	YJR162C				chrX	ORF
S000003924	YLL001W	DNM1	DyNaMin-related	DRP1|dynamin-related GTPase DNM1	chrXII	ORF
S000003925	YLL002W	RTT109	Regulator of Ty1 Transposition	H3 histone acetyltransferase RTT109|KAT11|KIM2|REM50	chrXII	ORF
S000003926	YLL003W	SFI1	Suppressor of Fermentation Induced loss of stress resistance		chrXII	ORF
S000003927	YLL004W	ORC3	Origin Recognition Complex	origin recognition complex subunit 3	chrXII	ORF
S000003928	YLL005C	SPO75	SPOrulation		chrXII	ORF
S000003929	YLL006W	MMM1	Maintenance of Mitochondrial Morphology	ERMES complex subunit MMM1|YME6	chrXII	ORF
S000003930	YLL007C	LMO1	eLMO homolog		chrXII	ORF
S000003931	YLL008W	DRS1	Deficiency of Ribosomal Subunits	putative ATP-dependent RNA helicase	chrXII	ORF
S000003932	YLL009C	COX17	Cytochrome c OXidase	copper metallochaperone COX17	chrXII	ORF
S000003933	YLL010C	PSR1	Plasma membrane Sodium Response	phosphatase	chrXII	ORF
S000003934	YLL011W	SOF1	Suppressor Of Fibrillarin	rRNA-processing protein SOF1	chrXII	ORF
S000003935	YLL012W	YEH1	Yeast steryl Ester Hydrolase	sterol esterase	chrXII	ORF
S000003936	YLL013C	PUF3	PUmilio-homology domain Family	mRNA-binding protein PUF3	chrXII	ORF
S000003937	YLL014W	EMC6	ER Membrane protein Complex		chrXII	ORF
S000003938	YLL015W	BPT1	Bile Pigment Transporter	ATP-binding cassette bilirubin transporter BPT1	chrXII	ORF
S000003941	YLL018C	DPS1		aspartate--tRNA ligase DPS1|AspRS	chrXII	ORF
S000003942	YLL019C	KNS1	Kinase Next to SPA2	L124|serine/threonine protein kinase KNS1	chrXII	ORF
S000003943	YLL020C				chrXII	ORF
S000003944	YLL021W	SPA2	Spindle Pole Antigen	FUS6|PEA1|PPF1	chrXII	ORF
S000003945	YLL022C	HIF1	Hat1 Interacting Factor		chrXII	ORF
S000003946	YLL023C	POM33	POre Membrane, 33 kDa	nucleoporin POM33	chrXII	ORF
S000003947	YLL024C	SSA2	Stress-Seventy subfamily A	Hsp70 family chaperone SSA2|YG102	chrXII	ORF
S000003948	YLL025W	PAU17	seriPAUperin	seripauperin PAU17	chrXII	ORF
S000003949	YLL026W	HSP104	Heat Shock Protein	chaperone ATPase HSP104	chrXII	ORF
S000003950	YLL027W	ISA1	Iron Sulfur Assembly	Fe-binding Fe/S cluster assembly protein ISA1	chrXII	ORF
S000003951	YLL028W	TPO1	Transporter of POlyamines	polyamine transporter TPO1	chrXII	ORF
S000003952	YLL029W	FRA1	Fe Repressor of Activation	aminopeptidase P|RUP2	chrXII	ORF
S000003953	YLL030C	RRT7	Regulator of rDNA Transcription		chrXII	ORF
S000003954	YLL031C	GPI13	GlycosylPhosphatidylInositol anchor biosynthesis	mannose-ethanolamine phosphotransferase GPI13|MPC1	chrXII	ORF
S000003955	YLL032C				chrXII	ORF
S000003956	YLL033W	IRC19	Increased Recombination Centers	GON2|RRG4	chrXII	ORF
S000003957	YLL034C	RIX7	RIbosome eXport	putative AAA family ATPase RIX7	chrXII	ORF
S000003958	YLL035W	GRC3		polynucleotide 5'-hydroxyl-kinase	chrXII	ORF
S000003959	YLL036C	PRP19	Pre-RNA Processing	E3 ubiquitin-protein ligase PRP19|PSO4	chrXII	ORF
S000003960	YLL037W				chrXII	ORF
S000003961	YLL038C	ENT4	Epsin N-Terminal homology		chrXII	ORF
S000003962	YLL039C	UBI4	Ubiquitin	SCD2|UB14|ubiquitin	chrXII	ORF
S000003963	YLL040C	VPS13	Vacuolar Protein Sorting	membrane morphogenesis protein VPS13|SOI1|VPT2|YME3	chrXII	ORF
S000003964	YLL041C	SDH2	Succinate DeHydrogenase	ACN17|SDHB|succinate dehydrogenase iron-sulfur protein subunit SDH2	chrXII	ORF
S000003965	YLL042C	ATG10	AuTophaGy related	APG10|E2-like conjugating enzyme	chrXII	ORF
S000003966	YLL043W	FPS1	FdP1 Suppressor		chrXII	ORF
S000003967	YLL044W				chrXII	ORF
S000003968	YLL045C	RPL8B	Ribosomal Protein of the Large subunit	eL8|KRB1|L4B|L8B|L8e|ribosomal 60S subunit protein L8B|rp6|SCL41|YL5	chrXII	ORF
S000003969	YLL046C	RNP1	RiboNucleoProtein		chrXII	ORF
S000003970	YLL047W				chrXII	ORF
S000003971	YLL048C	YBT1	Yeast Bile Transporter	BAT1|bile acid-transporting ATPase YBT1	chrXII	ORF
S000003972	YLL049W	LDB18	Low Dye Binding		chrXII	ORF
S000003973	YLL050C	COF1	COFilin	cofilin	chrXII	ORF
S000003974	YLL051C	FRE6	Ferric REductase	putative ferric-chelate reductase	chrXII	ORF
S000003975	YLL052C	AQY2	AQuaporin from Yeast		chrXII	ORF
S000003976	YLL053C				chrXII	ORF
S000003977	YLL054C				chrXII	ORF
S000003978	YLL055W	YCT1	Yeast Cysteine Transporter		chrXII	ORF
S000003979	YLL056C				chrXII	ORF
S000003980	YLL057C	JLP1	dnaJ-Like Protein	sulfonate dioxygenase	chrXII	ORF
S000003981	YLL058W	HSU1	Hydrogen Sulfide Utilizing	cystathionine gamma-synthase	chrXII	ORF
S000003982	YLL059C				chrXII	ORF
S000003983	YLL060C	GTT2	GlutaThione Transferase	glutathione transferase GTT2	chrXII	ORF
S000003984	YLL061W	MMP1	S-MethylMethionine Permease	S-methylmethionine permease MMP1	chrXII	ORF
S000003985	YLL062C	MHT1	S-Methylmethionine-Homocysteine methylTransferase	S-adenosylmethionine-homocysteine S-methyltransferase MHT1	chrXII	ORF
S000003986	YLL063C	AYT1	AcetYlTransferase	acetyltransferase	chrXII	ORF
S000003987	YLL064C	PAU18	seriPAUperin	seripauperin PAU18	chrXII	ORF
S000003988	YLL065W			GIN11	chrXII	ORF
S000003989	YLL066C			Y' element ATP-dependent helicase	chrXII	ORF
S000003990	YLL067C			Y' element ATP-dependent helicase	chrXII	ORF
S000003991	YLR001C				chrXII	ORF
S000003992	YLR002C	NOC3	NucleOlar Complex associated		chrXII	ORF
S000003993	YLR003C	CMS1	Complementation of Mcm-10 Suppressor		chrXII	ORF
S000003994	YLR004C	THI73	THIamine regulon		chrXII	ORF
S000003995	YLR005W	SSL1	Suppressor of Stem-Loop mutation	TFIIH/NER complex subunit SSL1	chrXII	ORF
S000003996	YLR006C	SSK1	Suppressor of Sensor Kinase	mitogen-activated protein kinase kinase kinase SSK1	chrXII	ORF
S000003997	YLR007W	NSE1	Non-SMC Element	Smc5-Smc6 complex subunit NSE1	chrXII	ORF
S000003998	YLR008C	PAM18	Presequence translocase-Associated Motor	TIM14	chrXII	ORF
S000003999	YLR009W	RLP24	Ribosomal-Like Protein	ATPase-activating ribosome biosynthesis protein	chrXII	ORF
S000004000	YLR010C	TEN1	TElomeric pathways with STn1		chrXII	ORF
S000004001	YLR011W	LOT6	LOw Temperature-responsive	flavin-dependent quinone reductase	chrXII	ORF
S000004002	YLR012C				chrXII	ORF
S000004003	YLR013W	GAT3			chrXII	ORF
S000004004	YLR014C	PPR1	Pyrimidine Pathway Regulation		chrXII	ORF
S000004005	YLR015W	BRE2	BREfeldin A sensitivity	CPS60	chrXII	ORF
S000004006	YLR016C	PML1	Pre-mRNA Leakage		chrXII	ORF
S000004007	YLR017W	MEU1	Multicopy Enhancer of UAS2	S-methyl-5-thioadenosine phosphorylase	chrXII	ORF
S000004008	YLR018C	POM34	POre Membrane		chrXII	ORF
S000004009	YLR019W	PSR2	Plasma membrane Sodium Response	putative phosphatase	chrXII	ORF
S000004010	YLR020C	YEH2	Yeast steryl Ester Hydrolase	sterol esterase	chrXII	ORF
S000004011	YLR021W	IRC25	Increased Recombination Centers	DMP2|PBA3|POC3	chrXII	ORF
S000004012	YLR022C	SDO1		guanine nucleotide exchange factor SDO1	chrXII	ORF
S000004013	YLR023C	IZH3	Implicated in Zinc Homeostasis		chrXII	ORF
S000004014	YLR024C	UBR2		putative ubiquitin-protein ligase UBR2	chrXII	ORF
S000004015	YLR025W	SNF7	Sucrose NonFermenting	DID1|ESCRT-III subunit protein SNF7|RNS4|VPL5|VPS32	chrXII	ORF
S000004016	YLR026C	SED5	Suppressor of Erd2 Deletion	t-SNARE syntaxin	chrXII	ORF
S000004017	YLR027C	AAT2	Aspartate AminoTransferase	ASP5|aspartate transaminase AAT2	chrXII	ORF
S000004018	YLR028C	ADE16	ADEnine	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase ADE16	chrXII	ORF
S000004019	YLR029C	RPL15A	Ribosomal Protein of the Large subunit	eL15|L13A|L15A|L15e|ribosomal 60S subunit protein L15A|rp15R|RPL10A|YL10	chrXII	ORF
S000004020	YLR030W				chrXII	ORF
S000004021	YLR031W				chrXII	ORF
S000004022	YLR032W	RAD5	RADiation sensitive	DNA helicase RAD5|REV2|SNM2	chrXII	ORF
S000004023	YLR033W	RSC58	Remodel the Structure of Chromatin		chrXII	ORF
S000004024	YLR034C	SMF3		putative divalent metal ion transporter SMF3	chrXII	ORF
S000004025	YLR035C	MLH2	MutL Homolog	mismatch repair protein MLH2	chrXII	ORF
S000004026	YLR036C				chrXII	ORF
S000004027	YLR037C	PAU23	seriPAUperin family	DAN2|seripauperin PAU23	chrXII	ORF
S000004028	YLR038C	COX12	Cytochrome c OXidase	cytochrome c oxidase subunit VIb	chrXII	ORF
S000004029	YLR039C	RIC1	RIbosome Control		chrXII	ORF
S000004030	YLR040C	AFB1	A-Factor Barrier		chrXII	ORF
S000004031	YLR041W				chrXII	ORF
S000004032	YLR042C	NFG1	Negative regulator of the Filamentous Growth MAPK pathway		chrXII	ORF
S000004033	YLR043C	TRX1	ThioRedoXin	LMA1|thioredoxin TRX1	chrXII	ORF
S000004034	YLR044C	PDC1	Pyruvate DeCarboxylase	indolepyruvate decarboxylase 1	chrXII	ORF
S000004035	YLR045C	STU2	Suppressor of TUbulin		chrXII	ORF
S000004036	YLR046C			RLA1	chrXII	ORF
S000004037	YLR047C	FRE8		putative ferric-chelate reductase	chrXII	ORF
S000004038	YLR048W	RPS0B	Ribosomal Protein of the Small subunit	NAB1B|ribosomal 40S subunit protein S0B|S0B|S2|uS2|YST2	chrXII	ORF
S000004039	YLR049C	MLO50	Mitochondrially LOcalized protein of 50 kDa		chrXII	ORF
S000004040	YLR050C	EMA19	Efficient Mitochondria targeting-Associated protein		chrXII	ORF
S000004041	YLR051C	FCF2	Faf1p Copurifying Factor		chrXII	ORF
S000004042	YLR052W	IES3	Ino Eighty Subunit		chrXII	ORF
S000004043	YLR053C	NRS1	Nitrogen-Responsive Start regulator		chrXII	ORF
S000004044	YLR054C	OSW2	Outer Spore Wall		chrXII	ORF
S000004045	YLR055C	SPT8	SuPpressor of Ty	SAGA complex subunit SPT8	chrXII	ORF
S000004046	YLR056W	ERG3	ERGosterol biosynthesis	C-5 sterol desaturase|PSO6|SYR1	chrXII	ORF
S000004047	YLR057W	MNL2	MaNnosidase-Like protein	putative mannosidase MNL2	chrXII	ORF
S000004048	YLR058C	SHM2	Serine HydroxyMethyltransferase	glycine hydroxymethyltransferase SHM2|SHMT2	chrXII	ORF
S000004049	YLR059C	REX2	Rna EXonuclease	YNT20	chrXII	ORF
S000004050	YLR060W	FRS1	phenylalanyl (F)-tRNA Synthetase	phenylalanine--tRNA ligase subunit beta	chrXII	ORF
S000004051	YLR061W	RPL22A	Ribosomal Protein of the Large subunit	eL22|l1c|L22A|L22e|ribosomal 60S subunit protein L22A|rp4|YL31	chrXII	ORF
S000004052	YLR062C	BUD28	BUD site selection		chrXII	ORF
S000004053	YLR063W	BMT6	Base Methyltransferase of Twenty five S rRNA	25S rRNA (uracil2843-N3)-methyltransferase	chrXII	ORF
S000004054	YLR064W	PER33	Pore and ER protein, 33 kDa		chrXII	ORF
S000004055	YLR065C	SND2	SRP-iNDependent targeting	ENV10	chrXII	ORF
S000004056	YLR066W	SPC3	Signal Peptidase Complex	signal peptidase complex subunit SPC3	chrXII	ORF
S000004057	YLR067C	PET309	PETite colonies		chrXII	ORF
S000004058	YLR068W	FYV7	Function required for Yeast Viability		chrXII	ORF
S000004059	YLR069C	MEF1	Mitochondrial Elongation Factor		chrXII	ORF
S000004060	YLR070C	XYL2		D-xylulose reductase XYL2	chrXII	ORF
S000004061	YLR071C	RGR1	Resistant to Glucose Repression	MED14	chrXII	ORF
S000004062	YLR072W	LAM6	Lipid transfer protein Anchored at Membrane contact site	LTC1	chrXII	ORF
S000004063	YLR073C	RFU1	Regulator of Free Ubiquitin chains		chrXII	ORF
S000004064	YLR074C	BUD20	BUD site selection		chrXII	ORF
S000004065	YLR075W	RPL10	Ribosomal Protein of the Large subunit	GRC5|L10|L16|QSR1|ribosomal 60S subunit protein L10|uL16	chrXII	ORF
S000004066	YLR076C				chrXII	ORF
S000004067	YLR077W	FMP25	Found in Mitochondrial Proteome	BCA1	chrXII	ORF
S000004068	YLR078C	BOS1	Bet One Suppressor	SEC32	chrXII	ORF
S000004069	YLR079W	SIC1	Substrate/Subunit Inhibitor of Cyclin-dependent protein kinase	BYC1|cyclin-dependent protein serine/threonine kinase inhibiting protein SIC1|SDB25	chrXII	ORF
S000004070	YLR080W	EMP46			chrXII	ORF
S000004071	YLR081W	GAL2	GALactose metabolism	galactose permease GAL2	chrXII	ORF
S000004072	YLR082C	SRL2	Suppressor of Rad53 null Lethality		chrXII	ORF
S000004073	YLR083C	EMP70		p24a|TMN1	chrXII	ORF
S000004074	YLR084C	RAX2			chrXII	ORF
S000004075	YLR085C	ARP6	Actin-Related Protein		chrXII	ORF
S000004076	YLR086W	SMC4	Structural Maintenance of Chromosomes	condensin subunit SMC4	chrXII	ORF
S000004077	YLR087C	CSF1	Cold Sensitive for Fermentation		chrXII	ORF
S000004078	YLR088W	GAA1	GPI Anchor Attachment	END2|GPI-anchor transamidase subunit GAA1	chrXII	ORF
S000004079	YLR089C	ALT1	ALanine Transaminase	alanine transaminase ALT1	chrXII	ORF
S000004080	YLR090W	XDJ1			chrXII	ORF
S000004081	YLR091W	GEP5	GEnetic interactors of Prohibitins	RRG5	chrXII	ORF
S000004082	YLR092W	SUL2	SULfate	sulfate permease	chrXII	ORF
S000004083	YLR093C	NYV1	New Yeast V-SNARE	MAM2	chrXII	ORF
S000004084	YLR094C	GIS3	GIg1-2 Suppressor		chrXII	ORF
S000004085	YLR095C	IOC2	Iswi One Complex		chrXII	ORF
S000004086	YLR096W	KIN2	KINase	serine/threonine protein kinase KIN2	chrXII	ORF
S000004087	YLR097C	HRT3	High level expression Reduces Ty3 transposition	SCF ubiquitin ligase complex subunit HRT3	chrXII	ORF
S000004088	YLR098C	CHA4	Catabolism of Hydroxy Amino acids	SIL2|SIL3	chrXII	ORF
S000004089	YLR099C	ICT1	Increased Copper Tolerance	lysophosphatidic acid acyltransferase ICT1	chrXII	ORF
S000004090	YLR100W	ERG27	ERGosterol biosynthesis	3-keto-steroid reductase	chrXII	ORF
S000004091	YLR101C				chrXII	ORF
S000004092	YLR102C	APC9	Anaphase Promoting Complex	anaphase promoting complex subunit 9	chrXII	ORF
S000004093	YLR103C	CDC45	Cell Division Cycle	DNA replication initiation factor CDC45|SLD4	chrXII	ORF
S000004094	YLR104W	LCL2	Long Chronological Lifespan		chrXII	ORF
S000004095	YLR105C	SEN2	Splicing ENdonuclease	tRNA splicing endonuclease subunit SEN2	chrXII	ORF
S000004096	YLR106C	REA1	Ribosome Export/Assembly	AAA family ATPase midasin|MDN1	chrXII	ORF
S000004097	YLR107W	REX3	Rna EXonuclease	RNA exonuclease	chrXII	ORF
S000004098	YLR108C				chrXII	ORF
S000004099	YLR109W	AHP1	Alkyl HydroPeroxide reductase	cTPxIII|thioredoxin peroxidase AHP1	chrXII	ORF
S000004100	YLR110C	CCW12	Covalently linked Cell Wall protein		chrXII	ORF
S000004101	YLR111W				chrXII	ORF
S000004102	YLR112W				chrXII	ORF
S000004103	YLR113W	HOG1	High Osmolarity Glycerol response	mitogen-activated protein kinase HOG1|SSK3	chrXII	ORF
S000004104	YLR114C	AVL9	Apl2 Vps1 Lethal		chrXII	ORF
S000004105	YLR115W	CFT2	Cleavage Factor Two	cleavage polyadenylation factor subunit CFT2|YDH1	chrXII	ORF
S000004106	YLR116W	MSL5	Mud Synthetic-Lethal	BBP|mRNA splicing protein MSL5	chrXII	ORF
S000004107	YLR117C	CLF1	Crooked neck-Like Factor	NTC77|SYF3	chrXII	ORF
S000004108	YLR118C	TML25	acyl-protein Thioesterase with Multiple Localizations, protein of 25 kDa	APT1|palmitoyl-(protein) hydrolase	chrXII	ORF
S000004109	YLR119W	SRN2	Suppressor of Rna mutations, Number 2	ESCRT-I subunit protein SRN2|SRN10|VPL16|VPS37	chrXII	ORF
S000004110	YLR120C	YPS1	YaPSin	aspartyl protease|YAP3	chrXII	ORF
S000004111	YLR121C	YPS3	YaPSin	aspartyl protease|YPS4	chrXII	ORF
S000004112	YLR122C				chrXII	ORF
S000004113	YLR123C				chrXII	ORF
S000004114	YLR124W				chrXII	ORF
S000004115	YLR125W				chrXII	ORF
S000004116	YLR126C			putative amidotransferase	chrXII	ORF
S000004117	YLR127C	APC2	Anaphase Promoting Complex	anaphase promoting complex subunit 2|RSI1|TID2	chrXII	ORF
S000004118	YLR128W	DCN1	Defective in Cullin Neddylation	NEDD8 ligase DCN1	chrXII	ORF
S000004119	YLR129W	DIP2	DOM34 Interacting Protein	snoRNA-binding rRNA-processing protein DIP2|UTP12	chrXII	ORF
S000004120	YLR130C	ZRT2	Zinc-Regulated Transporter	low-affinity Zn(2+) transporter ZRT2	chrXII	ORF
S000004121	YLR131C	ACE2	Activator of CUP1 Expression	DNA-binding transcription factor ACE2	chrXII	ORF
S000004122	YLR132C	USB1	U Six Biogenesis	phosphoric diester hydrolase	chrXII	ORF
S000004123	YLR133W	CKI1	Choline KInase	bifunctional choline kinase/ethanolamine kinase CKI1	chrXII	ORF
S000004124	YLR134W	PDC5	Pyruvate DeCarboxylase	indolepyruvate decarboxylase 5	chrXII	ORF
S000004125	YLR135W	SLX4	Synthetic Lethal of unknown (X) function		chrXII	ORF
S000004126	YLR136C	TIS11	similar to the mammalian TPA Induced Sequence gene family	CTH2	chrXII	ORF
S000004127	YLR137W	RKM5	Ribosomal lysine (K) Methyltransferase	S-adenosylmethionine-dependent methyltransferase	chrXII	ORF
S000004128	YLR138W	NHA1	Na+/H+ Antiporter		chrXII	ORF
S000004129	YLR139C	SLS1	Synthetic Lethal with SSM4		chrXII	ORF
S000004130	YLR140W				chrXII	ORF
S000004131	YLR141W	RRN5	Regulation of RNA polymerase I		chrXII	ORF
