HGNC_ID	FUSIL	pLI_gnomAD	oe_lof	oe_lof_lower	oe_lof_upper	oe_mis	oe_mis_lower	oe_mis_upper	oe_syn	oe_syn_lower	oe_syn_upper	shet	RVIS	DDD_HI_percentage
HGNC:26530	SV	9.57e-18	0.952	0.7	1.31	1.08	0.985	1.19	1.09	0.927	1.28	0.00321224	0.633548377	72.99
HGNC:26552	VP	1.17e-18	0.812	0.612	1.09	1.01	0.929	1.09	1.02	0.897	1.15	0.003608266	0.649598983	79.31
HGNC:26556	VP	7.41e-06	0.478	0.31	0.759	0.847	0.763	0.942	0.873	0.747	1.02	-	0.52205717	69.19
HGNC:26558	DL	3.07e-09	0.901	0.594	1.41	0.957	0.841	1.09	0.961	0.773	1.2	0.00367213	-0.101961541	36.27
HGNC:26560	SV	7.71e-09	0.635	0.433	0.952	0.931	0.857	1.01	0.892	0.785	1.01	0.015644389	0.935500814	91.16
HGNC:26563	VP	2.67e-15	0.902	0.652	1.27	1.06	0.983	1.15	0.965	0.847	1.1	-	0.732480765	89.76
HGNC:26575	VP	9.09e-18	0.954	0.702	1.32	1.05	0.953	1.16	0.968	0.82	1.15	0.003142293	0.085191099	64.11
HGNC:26594	DL	0.000577	0.474	0.277	0.856	1.36	1.26	1.47	1.41	1.26	1.58	0.012712783	2.827967842	75.35
HGNC:26600	DL	8e-08	0.377	0.272	0.531	0.816	0.773	0.86	0.902	0.837	0.971	0.016283882	-	45.31
HGNC:26620	VP	2.31e-24	0.508	0.411	0.631	0.978	0.93	1.03	0.966	0.887	1.05	0.008056247	0.693771115	66.71
HGNC:2663	DL	1	0	0	0.136	0.66	0.591	0.736	0.927	0.799	1.08	0.231549077	-0.304263404	0.75
HGNC:26639	VP	0.0012	0.579	0.316	1.14	0.874	0.774	0.989	0.812	0.674	0.983	0.000913155	0.235712431	37.67
HGNC:26658	VP	4.29e-07	0.58	0.382	0.907	0.931	0.84	1.03	0.993	0.84	1.18	0.010049414	0.304958732	70.74
HGNC:26663	VN	3.17e-17	1.21	0.867	1.69	1.25	1.13	1.39	0.81	0.652	1.02	0.002754426	1.057516178	80.12
HGNC:26664	VP	1.89e-18	0.801	0.603	1.08	0.861	0.794	0.933	0.997	0.886	1.12	-	-0.402291529	79.67
HGNC:26668	VP	1.38e-11	0.681	0.486	0.973	0.889	0.814	0.971	0.849	0.736	0.982	-	1.302087585	47.62
HGNC:26677	VP	2.91e-11	0.604	0.433	0.855	0.933	0.851	1.02	1.06	0.916	1.22	0.008224846	0.379909856	59.07
HGNC:26686	SV	2.91e-05	1.37	0.705	1.92	0.723	0.532	0.997	1.07	0.706	1.65	-	-	69.75
HGNC:26688	VP	4.1e-06	0.731	0.45	1.24	0.988	0.907	1.08	0.941	0.823	1.08	0.004230786	1.925536574	94.42
HGNC:26689	VP	0.00444	0.443	0.242	0.875	0.877	0.772	0.999	0.955	0.796	1.15	0.012096244	-0.309612877	81.09
HGNC:26693	VP	4.84e-11	0.774	0.539	1.14	0.924	0.848	1.01	0.929	0.816	1.06	-	2.537968414	87.08
HGNC:26697	SV	6.79e-14	0.946	0.67	1.36	0.938	0.842	1.05	0.857	0.714	1.03	0.004018287	0.064247144	27.65
HGNC:26705	VN	1.99e-05	0.688	0.413	1.2	0.878	0.751	1.03	1.08	0.861	1.36	0.00141715	0.318594572	86.51
HGNC:26715	VP	2.14e-12	1.26	0.849	1.82	0.912	0.806	1.03	0.951	0.779	1.17	0.016601274	0.968565618	75.78
HGNC:2672	VP	-	-	-	-	-	-	-	-	-	-	-	-	71.27
HGNC:26721	SV	0.993	0.153	0.086	0.287	0.657	0.594	0.726	0.938	0.815	1.08	0.14907091	-0.223607608	23.66
HGNC:26724	DL	7.62e-06	0.442	0.291	0.691	1	0.926	1.08	0.975	0.867	1.1	0.014333113	0.618404201	50.29
HGNC:26730	SV	3.34e-10	0.686	0.478	1.01	0.913	0.842	0.99	0.964	0.855	1.09	-	1.127572714	96.14
HGNC:26736	VP	0.998	0.135	0.073	0.266	0.412	0.361	0.47	0.769	0.657	0.903	0.071524157	-0.358625473	16.83
HGNC:2674	VP	0.997	0.167	0.104	0.277	0.752	0.704	0.801	1.03	0.945	1.12	0.077416963	-1.764478475	17.1
HGNC:26740	VN	8.12e-06	0.584	0.366	0.966	0.794	0.711	0.888	1.09	0.942	1.26	0.007323453	0.417517453	53.73
HGNC:26741	VN	4.65e-07	0.575	0.379	0.9	0.804	0.72	0.899	0.996	0.852	1.17	0.0068056	0.255140758	86.06
HGNC:2675	VP	4.36e-10	0.853	0.577	1.3	0.925	0.826	1.04	0.964	0.81	1.15	0.005085874	0.795127976	27.56
HGNC:26795	VP	1.48e-05	0.718	0.432	1.25	0.832	0.737	0.941	0.926	0.777	1.11	0.007373765	-0.2574743	54.79
HGNC:26802	VP	0.85	0.095	0.033	0.451	0.776	0.638	0.948	0.665	0.481	0.935	0.029857559	-0.061325593	35.31
HGNC:26814	VP	0.338	0.23	0.119	0.484	0.609	0.532	0.698	0.819	0.688	0.978	0.015739826	0.103369479	48.92
HGNC:26836	VP	4.64e-13	1.1	0.761	1.62	0.981	0.874	1.1	1.07	0.891	1.29	0.010035986	-0.264692586	42.37
HGNC:26841	VP	0.0245	0.553	0.251	1.4	0.967	0.849	1.1	1.03	0.852	1.25	0.004320841	0.575265906	84.89
HGNC:26847	VP	0.00495	0.385	0.218	0.723	0.81	0.706	0.931	0.786	0.634	0.98	0.015073926	0.359678673	28.31
HGNC:26850	VN	8.32e-05	0.651	0.381	1.18	1.21	1.07	1.38	1.24	1.01	1.53	0.011665692	0.807253109	76.38
HGNC:26879	VP	0.0338	0.288	0.168	0.52	0.735	0.655	0.826	0.968	0.828	1.14	0.0249708	-0.219063496	32.58
HGNC:26894	VP	0.00818	0.396	0.216	0.782	1.08	0.98	1.19	1.24	1.09	1.41	-	0.876142046	84.93
HGNC:26895	VN	0.0899	0.276	0.15	0.545	0.745	0.669	0.831	0.87	0.733	1.04	0.018704984	-0.620996712	89.97
HGNC:26899	SV	0.00019	0.347	0.228	0.543	0.764	0.7	0.834	0.876	0.763	1.01	0.024998567	-0.725892703	25.62
HGNC:26909	VN	2.29e-10	0.818	0.559	1.23	0.839	0.748	0.942	0.862	0.726	1.03	0.002287154	0.076010183	65.75
HGNC:26929	DL	1.94e-06	0.615	0.393	0.996	0.866	0.747	1.01	0.811	0.638	1.04	0.01059305	0.066473711	2.88
HGNC:26936	SV	1	0.0363	0.012	0.172	0.599	0.523	0.687	0.865	0.716	1.05	0.151789123	-0.522164319	5.14
HGNC:26938	DL	0.436	0.208	0.084	0.653	0.729	0.603	0.884	0.939	0.708	1.26	0.099149794	-0.001614561	8.15
HGNC:26951	VP	1.15e-09	1.34	0.842	1.89	1.64	1.43	1.89	1.67	1.33	1.94	-	0.268776299	82.72
HGNC:26953	DL	1.58e-19	0.332	0.276	0.398	0.65	0.623	0.676	0.911	0.859	0.966	0.024150448	-8.225738236	24.01
HGNC:26965	CL	0.0131	0.507	0.249	1.16	0.854	0.72	1.02	1.03	0.815	1.31	0.062359474	0.347113257	63.13
HGNC:26967	VP	4.87e-16	1.13	0.809	1.61	0.965	0.864	1.08	0.909	0.759	1.09	-	0.624368376	67.57
HGNC:26970	DL	0.0187	0.619	0.279	1.53	0.883	0.702	1.12	1.28	0.928	1.75	0.003341544	0.180904132	46.76
HGNC:26974	VP	1	0.0819	0.036	0.212	0.806	0.749	0.868	1.03	0.926	1.14	0.371971976	-1.160131989	44.4
HGNC:26978	VP	0.755	0	0	0.654	0.824	0.669	1.02	0.696	0.5	0.986	-	-	72.96
HGNC:26992	VP	1.13e-05	0.501	0.32	0.812	1.01	0.923	1.11	1.48	1.32	1.66	0.022773564	-0.322439981	62.57
HGNC:26996	VP	2.36e-05	0.511	0.32	0.845	0.868	0.754	1	0.809	0.642	1.03	0.00250141	0.315921411	69.9
HGNC:270	SV	0.000552	0.308	0.207	0.468	0.891	0.827	0.96	1.18	1.07	1.31	0.025502646	-0.172897001	3.25
HGNC:2701	DL	0.994	0.184	0.122	0.284	0.948	0.892	1.01	1.15	1.05	1.26	0.098149897	0.248572873	1.44
HGNC:27010	VP	4.42e-07	0.725	0.464	1.18	0.874	0.756	1.01	0.866	0.683	1.11	0.002671125	1.090585579	36.05
HGNC:27012	VP	2e-05	1.04	0.583	1.78	0.994	0.82	1.21	1.1	0.825	1.48	-	0.427324418	70.45
HGNC:27018	VP	0.000428	0.584	0.331	1.1	0.834	0.707	0.986	1.09	0.862	1.38	0.007904043	0.001059469	59.08
HGNC:27020	VP	3.87e-07	1.2	0.712	1.85	1.11	0.946	1.3	0.952	0.736	1.24	0.00104827	0.892814534	70.43
HGNC:27030	SV	1.73e-07	0.488	0.333	0.733	0.957	0.87	1.05	0.976	0.834	1.15	0.004642297	0.522502493	49.28
HGNC:2707	DL	1.55e-37	0.87	0.708	1.08	1.06	0.996	1.12	1.24	1.15	1.35	0.008178741	1.573298902	3.56
HGNC:27088	VN	7.05e-25	0.72	0.57	0.915	0.909	0.848	0.974	0.821	0.732	0.922	-	1.891775835	67.8
HGNC:27089	VP	6.2e-11	0.412	0.308	0.555	0.836	0.784	0.891	0.925	0.844	1.01	0.029193658	-0.224946441	59.27
HGNC:2710	VP	0.000592	0.675	0.368	1.33	0.944	0.806	1.11	0.933	0.721	1.22	0.007022618	-0.224057766	29.83
HGNC:27102	DL	0.00206	0.329	0.206	0.544	0.849	0.783	0.92	0.973	0.866	1.1	0.011061954	0.007659017	58.12
HGNC:27106	SV	0.00188	0.347	0.213	0.589	0.743	0.665	0.83	1.06	0.929	1.22	0.010133678	-0.230470762	47.08
HGNC:2711	DL	0.0992	0.241	0.164	0.362	0.91	0.852	0.972	1.08	0.981	1.19	0.029950049	-1.381835409	6.33
HGNC:2712	CL	0.997	0.0773	0.031	0.243	0.633	0.55	0.731	0.911	0.755	1.1	0.238576678	0.304156718	17.06
HGNC:27139	VP	0.00418	0.541	0.282	1.14	0.758	0.632	0.913	0.895	0.692	1.17	0.015423974	0.344440191	53.28
HGNC:27193	SV	1	0.112	0.058	0.236	0.781	0.724	0.842	1.01	0.911	1.11	0.226673373	-1.288303108	10.04
HGNC:27223	DL	1	0	0	0.051	0.778	0.723	0.837	1.09	0.991	1.2	0.252780251	-0.81065432	42.71
HGNC:27254	VP	2.61e-05	0.785	0.46	1.41	0.861	0.76	0.976	0.787	0.653	0.953	-	0.120480456	42.4
HGNC:27258	VP	0.138	0.261	0.142	0.514	0.916	0.826	1.02	1.02	0.874	1.19	0.027567917	-0.17530451	27.78
HGNC:2726	VP	0.623	0.137	0.048	0.652	0.958	0.815	1.13	1.16	0.911	1.5	0.079048676	-0.055977152	8.02
HGNC:27265	SV	1.43e-06	0.831	0.512	1.41	0.842	0.72	0.986	0.842	0.659	1.09	0.005882951	0.089288376	60.24
HGNC:2728	CL	0.000702	0.414	0.248	0.722	0.856	0.769	0.954	1.11	0.961	1.28	0.041164319	-0.01979221	29.71
HGNC:2730	SV	5.18e-06	0.387	0.264	0.581	0.737	0.682	0.797	0.844	0.752	0.948	0.029104652	-1.238114706	32.07
HGNC:27314	VN	0.0149	0.681	0.306	1.63	0.827	0.62	1.12	0.971	0.631	1.54	-	0.386240659	52.12
HGNC:27316	VN	2.41e-19	1.32	0.956	1.79	0.929	0.834	1.04	0.912	0.776	1.07	-	1.108854625	84.17
HGNC:2734	DL	0.999	0.128	0.069	0.252	0.726	0.657	0.801	0.966	0.836	1.12	0.130324407	-0.73542865	8.05
HGNC:27351	VN	2.27e-05	0.803	0.47	1.44	0.939	0.804	1.1	1.2	0.967	1.51	0.006998352	-0.007673816	78.09
HGNC:27363	VP	6.94e-35	1.08	0.863	1.37	1.03	0.957	1.1	1.03	0.918	1.15	0.002543299	1.700482437	84.65
HGNC:27371	VP	4.91e-08	0.719	0.474	1.13	0.783	0.679	0.905	0.904	0.729	1.13	0.005843827	-0.190190396	49.56
HGNC:27387	VN	0.000456	0.714	0.39	1.4	0.906	0.79	1.04	0.899	0.737	1.1	-	-0.215679486	67.28
HGNC:2739	CL	7.97e-13	0.487	0.365	0.657	0.655	0.604	0.711	0.887	0.793	0.994	0.009959037	-0.755129948	33.23
HGNC:27414	VP	1	0.091	0.044	0.208	1	0.936	1.07	1.01	0.907	1.12	0.044168754	0.352298305	61.97
HGNC:2747	CL	1	0.0364	0.012	0.173	0.327	0.274	0.392	0.948	0.794	1.14	0.334332699	-0.366649733	4.6
HGNC:27501	VP	9.88e-09	0.747	0.499	1.15	0.905	0.81	1.01	0.827	0.685	1	0.002094224	0.306473685	74.36
HGNC:27537	VP	0.0102	0.809	0.359	1.76	1.13	0.996	1.29	1.07	0.879	1.32	0.006439436	0.091962168	81.25
HGNC:2754	VN	1.55e-09	1.08	0.703	1.69	1	0.893	1.13	1.13	0.956	1.33	0.002875214	0.75974647	71.79
HGNC:27584	VN	0.753	0.112	0.039	0.534	0.755	0.656	0.869	1.02	0.858	1.22	0.299631054	0.134561506	77.33
HGNC:2760	VP	-	-	-	-	-	-	-	-	-	-	-	-	31.02
HGNC:27609	VP	7.44e-10	1.01	0.665	1.57	0.916	0.798	1.06	1.07	0.891	1.3	0.003135221	0.473753797	74.63
HGNC:27622	SV	1.33e-08	0.556	0.383	0.824	0.902	0.821	0.993	0.989	0.848	1.16	0.00284836	0.379909856	61.48
HGNC:27648	VN	2.16e-10	1.33	0.853	1.88	1.01	0.886	1.16	0.997	0.806	1.24	0.00521405	0.331160088	67.23
HGNC:2769	CL	0.834	0.0979	0.034	0.465	0.533	0.421	0.68	0.858	0.62	1.21	0.253853573	0.06415594	11.92
HGNC:27696	VP	0.00356	0.462	0.252	0.913	0.924	0.797	1.07	0.934	0.743	1.18	0.008189897	0.003733484	78.39
HGNC:2773	VP	1.27e-05	0.629	0.387	1.07	0.913	0.808	1.03	0.964	0.803	1.16	0.001594439	0.196945459	76.09
HGNC:27786	VP	2e-05	1.53	0.763	1.93	1.02	0.803	1.3	0.64	0.394	1.09	0.007140635	0.226534138	63.67
HGNC:27884	VP	0.624	0	0	0.969	0.937	0.826	1.07	1.13	0.962	1.33	-	0.154346197	83.64
HGNC:27912	VP	4.02e-11	0.782	0.545	1.15	1.03	0.932	1.13	0.925	0.792	1.08	0.00392309	0.338022124	80.05
HGNC:27915	VP	6.21e-05	0.837	0.474	1.55	0.997	0.869	1.14	0.988	0.801	1.23	0.00371336	0.764293279	92.64
HGNC:27934	VP	0.00817	0.334	0.195	0.604	0.814	0.718	0.924	0.997	0.817	1.22	0.024740657	-0.103476257	12.91
HGNC:27937	VP	1.45e-09	0.613	0.427	0.9	0.91	0.85	0.975	0.959	0.871	1.06	-	3.122572758	78.89
HGNC:27938	VN	5.51e-05	0.856	0.485	1.57	0.974	0.842	1.13	0.95	0.751	1.21	0.005634803	1.435530125	79.19
HGNC:27962	VP	0.00118	0.485	0.275	0.911	0.696	0.611	0.794	1.01	0.856	1.19	0.017813301	0.461988828	57.68
HGNC:27963	VP	-	-	-	-	-	-	-	-	-	-	-	0.574549218	84.43
HGNC:28005	CL	3.64e-21	1.08	0.81	1.47	1.59	1.48	1.71	1.77	1.59	1.94	0.003133093	1.467273759	83.12
HGNC:28006	DL	2.12e-07	1.32	0.777	1.9	0.789	0.624	1.01	0.868	0.604	1.27	0.008965036	-0.176913871	25.89
HGNC:28029	VN	1	0.124	0.07	0.233	0.898	0.843	0.957	1.05	0.958	1.15	0.189052917	-1.016318413	49.51
HGNC:28032	CL	0.834	0.098	0.034	0.465	0.656	0.539	0.803	1.1	0.858	1.42	0.284508061	-0.136988141	11.1
HGNC:28041	VP	1.22e-09	0.969	0.639	1.51	0.946	0.838	1.07	0.772	0.619	0.968	0.001377209	0.058899292	79.24
HGNC:28045	VP	0.00543	0.508	0.264	1.07	0.958	0.844	1.09	1.25	1.04	1.5	0.005694369	0.093121084	70.41
HGNC:28074	DL	0.157	0.478	0.161	1.72	1.43	1.16	1.76	1.35	0.949	1.84	0.004425209	0.062640986	68.99
HGNC:28078	VP	2.28e-08	0.768	0.506	1.2	0.998	0.887	1.12	0.931	0.775	1.12	0.009489475	0.241416109	67.48
HGNC:28095	SV	0.907	0.169	0.087	0.355	0.834	0.752	0.925	1.08	0.937	1.24	0.054997752	-0.878831501	22.75
HGNC:281	VP	0.00507	0.516	0.269	1.09	0.669	0.589	0.761	0.877	0.748	1.03	-	-0.004999788	47.55
HGNC:2810	VN	4.11e-09	0.731	0.494	1.11	1.12	1.02	1.24	1.11	0.961	1.29	0.002077871	0.78452298	77.97
HGNC:28106	VP	0.000363	0.75	0.409	1.46	0.945	0.794	1.13	0.926	0.709	1.22	0.008392944	-0.138502744	49.5
HGNC:28110	SV	0.0946	0.286	0.148	0.601	0.547	0.461	0.651	0.999	0.803	1.25	0.023101369	-0.55033008	8.94
HGNC:28111	VP	0.757	0.169	0.076	0.437	0.868	0.751	1.01	0.912	0.716	1.17	0.043614607	-0.08601014	34.55
HGNC:28114	VP	1.98e-18	0.772	0.584	1.03	1.03	0.956	1.11	0.959	0.858	1.07	0.013622231	2.567767797	73.62
HGNC:28121	DL	1	0.117	0.075	0.186	0.941	0.897	0.985	1.04	0.97	1.11	0.10055066	-1.610158394	43.15
HGNC:28122	CL	0.0742	0.323	0.158	0.739	0.587	0.475	0.729	1.1	0.871	1.41	0.064480093	-0.024429289	15.42
HGNC:28135	VP	2.52e-16	0.742	0.554	1.01	0.938	0.85	1.04	0.886	0.751	1.05	-	0.615277664	64.69
HGNC:28139	VP	0.000124	0.737	0.418	1.38	1.04	0.847	1.29	0.563	0.371	0.88	0.003628912	0.045529862	72.93
HGNC:28147	CL	0.00277	0.6	0.312	1.26	0.845	0.703	1.02	1.12	0.861	1.46	0.018565413	-0.0202404	40.05
HGNC:28149	VN	0.504	0	0	1.39	1.05	0.863	1.3	0.952	0.693	1.33	0.142402571	0.269133606	58.54
HGNC:28150	VP	2.34e-08	0.695	0.464	1.07	0.915	0.818	1.02	0.978	0.832	1.15	0.005755317	1.255293835	84.19
HGNC:28152	DL	2.46e-09	0.829	0.554	1.28	0.898	0.784	1.03	1.11	0.918	1.35	0.003160654	0.452096535	70.56
HGNC:28155	VP	0.0734	0.372	0.168	0.961	0.574	0.483	0.685	0.949	0.784	1.15	-	0.172170103	40.12
HGNC:28161	VP	-	-	-	-	-	-	-	-	-	-	-	-	44.63
HGNC:28177	VP	5.33e-06	0.827	0.497	1.44	0.912	0.775	1.08	0.724	0.556	0.953	0.004965145	0.254695566	71.15
HGNC:28196	VP	5.64e-06	0.702	0.432	1.19	1.07	0.968	1.19	1.03	0.883	1.21	0.006544021	2.132810571	56.34
HGNC:28203	VP	7.02e-19	0.941	0.7	1.28	0.932	0.84	1.04	0.954	0.801	1.14	0.002944975	0.044106666	61.11
HGNC:28214	VP	0.997	0.0982	0.044	0.254	0.681	0.609	0.762	1.06	0.913	1.23	0.103354378	-0.708068666	9.86
HGNC:28217	VP	0.652	0	0	0.891	0.415	0.312	0.558	0.901	0.679	1.21	0.205106391	0.131085638	58.82
HGNC:28226	CL	0.00015	0.59	0.346	1.07	0.856	0.732	1	0.794	0.612	1.04	0.009670084	0.005248308	32.64
HGNC:28237	VP	2.43e-10	0.601	0.425	0.865	0.924	0.866	0.986	1.01	0.918	1.1	0.006653505	1.002674651	83.93
HGNC:28243	VP	0.088	0.31	0.152	0.711	0.702	0.587	0.842	0.75	0.576	0.987	0.014567536	0.56956201	54.72
HGNC:28261	SV	1.96e-15	0.649	0.486	0.875	0.922	0.849	1	0.976	0.856	1.11	0.013474353	-0.781774731	30.67
HGNC:28274	VP	0.123	0.376	0.153	1.18	0.832	0.697	0.996	1.1	0.874	1.39	0.177192462	0.345955591	47.42
HGNC:28276	VP	0.0627	0.392	0.177	1.01	1.04	0.909	1.2	1.01	0.81	1.26	-	0.513680426	69.31
HGNC:28280	VP	0.00316	0.58	0.302	1.22	0.922	0.804	1.06	0.804	0.633	1.03	0.021242531	0.402635468	23.4
HGNC:28283	VP	0.726	0.155	0.062	0.488	0.756	0.647	0.885	0.958	0.776	1.19	0.039901773	-0.117202713	42.51
HGNC:28287	CL	0.00109	0.591	0.323	1.17	0.925	0.795	1.08	0.896	0.705	1.15	0.004762742	0.110588093	62.54
HGNC:28291	CL	0.0649	0.333	0.163	0.762	0.916	0.813	1.03	1.19	1.01	1.4	0.039987176	-0.213359864	57.55
HGNC:28292	VP	0.297	0.258	0.09	1.2	0.769	0.649	0.914	0.888	0.702	1.13	0.21584834	-0.064355027	88.56
HGNC:28306	VP	6e-09	0.958	0.622	1.52	0.91	0.764	1.09	0.834	0.61	1.16	0.004646555	0.082425879	22.2
HGNC:28311	SV	0.201	0.368	0.128	1.55	0.86	0.693	1.08	1.04	0.778	1.41	0.178067922	-0.236625439	58.22
HGNC:28314	VP	0.0376	0.47	0.213	1.21	0.892	0.719	1.12	1.34	0.997	1.79	0.002436147	0.021200186	47.62
HGNC:28320	DL	0.00616	0.638	0.313	1.44	0.966	0.832	1.13	1.2	0.987	1.47	0.006116475	-0.071573411	70.69
HGNC:28331	VP	8.89e-05	0.644	0.377	1.16	1.13	0.994	1.29	1.16	0.936	1.44	0.007281723	0.420904531	43.46
HGNC:28337	VP	3.19e-05	0.493	0.309	0.815	0.955	0.858	1.06	1.13	0.957	1.33	0.016836209	-0.678034799	11.73
HGNC:28346	DL	7.7e-06	0.786	0.473	1.37	0.896	0.777	1.04	1.02	0.819	1.28	0.020245174	-0.087524847	55.79
HGNC:28356	VP	0.000161	0.387	0.247	0.627	0.911	0.843	0.985	0.996	0.893	1.11	0.015591182	0.27804901	57.86
HGNC:28368	VP	8.94e-14	0.933	0.661	1.34	1.34	1.23	1.47	1.14	0.977	1.32	0.002789271	0.632033669	78.54
HGNC:28369	DL	0.000453	0.4	0.246	0.679	1.1	0.982	1.23	1.23	1.04	1.45	0.019625207	-0.441506237	43.01
HGNC:28370	VN	0.974	0	0	0.268	0.676	0.614	0.745	0.94	0.84	1.05	0.25894184	-0.239559189	58.76
HGNC:28397	VN	0.00235	0.625	0.326	1.31	0.983	0.898	1.08	1.02	0.883	1.18	0.012571739	1.382755366	90.64
HGNC:28403	VP	1.44e-10	0.842	0.575	1.26	0.918	0.808	1.05	0.78	0.618	0.993	0.007929114	-0.275745118	53.48
HGNC:28404	VP	0.497	0.213	0.11	0.448	0.91	0.806	1.03	0.992	0.822	1.2	0.076439351	-0.428136446	16.31
HGNC:28412	DL	0.972	0	0	0.274	0.581	0.479	0.706	1.03	0.816	1.31	0.306603778	-0.20543225	41.31
HGNC:28429	SV	1.26e-07	0.658	0.434	1.03	0.74	0.645	0.851	1.05	0.874	1.28	0.020820808	0.274123118	34.02
HGNC:28430	DL	0.536	0	0	1.27	0.604	0.465	0.792	1.46	1.16	1.83	0.140636677	-0.25222214	20.66
HGNC:28439	CL	0.878	0.164	0.08	0.375	0.732	0.649	0.826	0.942	0.798	1.12	0.123639391	-0.32137439	23
HGNC:28444	VP	0.08	0.47	0.19	1.43	0.962	0.788	1.18	1.02	0.753	1.4	0.045021377	0.505662737	71.61
HGNC:28448	VP	3.89e-06	1.48	0.786	1.93	1.12	0.979	1.29	1.17	0.969	1.42	-	1.244605013	94.8
HGNC:2845	VN	3.83e-06	0.567	0.362	0.918	0.909	0.829	0.997	0.987	0.865	1.13	0.019497969	-0.124327569	39.12
HGNC:28451	VP	0.994	0	0	0.196	0.897	0.817	0.985	1	0.876	1.15	0.236139109	-0.288218027	61.82
HGNC:28459	VP	1.4e-05	0.866	0.507	1.54	1.07	0.952	1.2	1.13	0.949	1.34	0.018687331	-0.2574743	37.06
HGNC:28471	VP	5.67e-06	0.82	0.493	1.43	1.12	0.995	1.26	1.15	0.965	1.37	0.004142686	0.028866327	72.36
HGNC:28477	VP	6.24e-11	0.887	0.606	1.33	0.897	0.81	0.994	0.99	0.856	1.15	0.011256371	-0.11407953	40.08
HGNC:28482	VP	0.00161	0.69	0.359	1.43	0.667	0.529	0.849	0.788	0.549	1.16	0.014303979	0.415916747	53.66
HGNC:28483	DL	7.39e-05	0.414	0.265	0.672	0.779	0.691	0.879	0.971	0.812	1.17	0.015025442	-0.459777292	9.65
HGNC:28484	CL	0.645	0.203	0.11	0.401	0.61	0.541	0.688	0.936	0.803	1.09	0.184643127	-0.343029068	29.76
HGNC:28486	VP	2.28e-12	0.753	0.537	1.08	0.966	0.874	1.07	0.995	0.844	1.18	0.012662617	-0.530091465	58.39
HGNC:28498	VN	0.115	0.322	0.146	0.832	0.731	0.613	0.873	0.928	0.726	1.2	0.072408773	0.08091092	55.76
HGNC:28503	VN	4.73e-10	1.22	0.788	1.82	0.856	0.723	1.02	0.794	0.61	1.05	0.001284296	0.474112036	68.02
HGNC:28507	VP	2.53e-14	0.925	0.66	1.32	1.02	0.922	1.13	1	0.848	1.18	0.003095454	-0.323599055	62.34
HGNC:2852	VP	6.38e-06	0.448	0.295	0.701	0.898	0.812	0.993	1.11	0.966	1.29	0.011910314	-0.959042782	44.28
HGNC:28526	SV	4.81e-09	0.661	0.451	0.991	1.01	0.912	1.13	1.12	0.943	1.32	-	-0.505761764	47.48
HGNC:28532	VP	4.97e-09	0.974	0.633	1.54	0.865	0.751	0.998	0.669	0.517	0.874	0.004638362	0.030736896	7.51
HGNC:28535	VP	7.62e-09	0.696	0.47	1.06	1.07	0.963	1.2	0.97	0.8	1.18	-	0.18250834	78.05
HGNC:28559	VN	1.34e-07	0.817	0.522	1.32	0.925	0.786	1.09	1.01	0.78	1.33	-	0.146325148	89.25
HGNC:2856	VP	1.08e-08	0.466	0.33	0.672	0.955	0.889	1.03	1.18	1.07	1.29	0.017057818	-0.093847346	68.02
HGNC:28572	VN	9.13e-33	0.942	0.752	1.19	1.09	1.02	1.17	1.1	0.992	1.23	0.003810893	-0.327257872	79.87
HGNC:2859	DL	0.0382	0.284	0.166	0.513	0.746	0.669	0.832	0.93	0.801	1.08	0.012985053	-0.454428315	8.14
HGNC:28596	DL	2.28e-07	0.56	0.374	0.862	0.829	0.742	0.927	0.913	0.772	1.08	0.008794982	-0.170760257	60.43
HGNC:28606	VP	-	-	-	-	-	-	-	-	-	-	-	0.396132684	91.49
HGNC:2861	CL	0.037	0.382	0.187	0.873	0.692	0.567	0.849	0.873	0.649	1.19	0.033170178	-0.186806706	4.67
HGNC:28618	VP	0.000416	0.997	0.511	1.8	0.894	0.713	1.13	0.93	0.673	1.31	0.00511913	0.051233568	46.93
HGNC:28633	VP	1.43e-06	0.723	0.454	1.2	1.02	0.918	1.13	1.1	0.954	1.27	0.01317542	-0.327787916	64.67
HGNC:28636	DL	5.63e-05	0.852	0.483	1.57	1.03	0.887	1.2	0.941	0.747	1.19	0.011288878	0.251665164	53.74
HGNC:28646	VP	2.39e-12	0.992	0.685	1.47	0.981	0.885	1.09	1.12	0.958	1.31	-	-0.226637128	-
HGNC:28654	VP	3.1e-11	0.926	0.633	1.39	0.826	0.733	0.931	0.834	0.693	1.01	0.007114559	-0.54381869	44.98
HGNC:28660	DL	0.175	0.316	0.128	0.993	0.7	0.55	0.897	0.893	0.632	1.29	0.199324207	-0.086814726	15.32
HGNC:2867	CL	0.0136	0.364	0.198	0.718	1.05	0.946	1.17	1.15	0.986	1.34	0.014619009	-0.210685625	25.78
HGNC:28672	VP	0.000542	0.687	0.375	1.35	0.85	0.717	1.01	1.1	0.878	1.38	0.004791701	0.825881365	63.99
HGNC:28687	VP	1.44e-15	1.17	0.829	1.67	1.3	1.18	1.44	1.2	1.03	1.41	0.001731617	0.716431761	85.31
HGNC:28688	VN	2.59e-08	0.955	0.611	1.54	1.16	1.03	1.3	0.953	0.777	1.18	0.005076586	0.772669921	74.73
